CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
698,105730013202500008,202500008,2025-11-02 11:18:00,1114,13,1,1,3,30,2,5001,2025-11-02 08:18:00,2025-11-02 11:18:00,2025-11-02 11:18:00,12.562779,76.698676,"Near a bus stop, an unknown person outraged the modesty of the complainant at dusk."
699,105620052202500007,202500007,2025-09-02 23:00:00,1000,52,1,1,2,13,2,5014,2025-09-02 18:00:00,2025-09-02 21:00:00,2025-09-02 19:00:00,15.321655,75.197997,The complainant was assaulted near a school and a laptop bag was taken forcibly.
700,105730011202500005,202500005,2025-02-12 15:09:00,1143,11,1,2,2,10,2,5007,2025-02-12 10:09:00,2025-02-12 13:09:00,2025-02-12 13:09:00,12.498527,76.740213,The complainant states that an unknown person snatched a handbag near a bank ATM late in the evening and fled towards the market.
701,105820031202600002,202600002,2026-01-31 09:57:00,1203,31,1,2,2,12,2,5020,2026-01-31 04:57:00,2026-01-31 04:57:00,2026-01-31 09:57:00,13.607532,77.879019,The complainant's a Honda Activa was stolen from outside a bank ATM.
702,105810029202500005,202500005,2025-11-06 06:39:00,1071,29,1,1,2,13,1,5020,2025-11-03 04:39:00,2025-11-03 07:39:00,2025-11-06 03:39:00,13.010586,78.160181,The complainant was assaulted near a school and two gold bangles was taken forcibly.
703,105650060202500007,202500007,2025-07-08 09:57:00,1181,60,1,2,1,21,2,5025,2025-07-08 05:57:00,2025-07-08 05:57:00,2025-07-08 06:57:00,14.989488,76.573517,The complainant was assaulted with a stick near a hospital gate and injured.
704,105820031202500004,202500004,2025-10-20 09:13:00,1220,31,1,2,4,40,2,5004,2025-10-20 07:13:00,2025-10-20 10:13:00,2025-10-20 08:13:00,13.606847,77.897381,The complainant was cheated of money near a temple on a false promise in the early hours.
705,105810028202400003,202400003,2024-05-20 08:14:00,1125,28,1,1,1,20,2,5015,2024-05-19 23:14:00,2024-05-19 23:14:00,2024-05-20 06:14:00,13.202006,78.139948,The deceased was found with injuries near a bank ATM; murder is suspected.
706,105840009202400010,202400010,2024-05-08 02:50:00,1058,9,1,2,1,21,3,5013,2024-05-08 00:50:00,2024-05-08 03:50:00,2024-05-08 01:50:00,12.72982,77.358208,The complainant was assaulted with a stick near a temple and injured.
707,105660046202500006,202500006,2025-08-24 23:04:00,1159,46,1,1,3,30,1,5007,2025-08-22 04:04:00,2025-08-22 04:04:00,2025-08-24 23:04:00,14.086526,76.570979,"Near a school, an unknown person outraged the modesty of the complainant around noon."
708,105750065202600003,202600003,2026-05-24 10:24:00,1174,65,1,1,1,20,1,5007,2026-05-21 12:24:00,2026-05-21 13:24:00,2026-05-24 07:24:00,12.889414,75.287063,The body of a person was found near an apartment complex at dusk; a case of murder is registered.
709,105810029202600003,202600003,2026-06-14 11:04:00,1197,29,1,1,1,22,1,5020,2026-06-11 11:04:00,2026-06-11 14:04:00,2026-06-14 05:04:00,13.01893,78.166944,An attempt was made on the complainant's life near a park gate using a sharp weapon.
710,105670041202400006,202400006,2024-01-07 02:37:00,1213,41,1,2,2,12,2,5023,2024-01-06 13:37:00,2024-01-06 16:37:00,2024-01-06 20:37:00,14.40872,75.923983,Unknown persons rode away a Royal Enfield parked near a bank ATM during the afternoon.
711,105550048202400008,202400008,2024-01-06 23:09:00,1237,48,1,2,1,21,1,5005,2024-01-05 05:09:00,2024-01-05 07:09:00,2024-01-06 21:09:00,16.028927,74.890284,A quarrel near a government office led to the complainant being beaten and hurt.
712,105780019202600004,202600004,2026-03-03 14:12:00,1227,19,1,1,3,30,2,5001,2026-03-03 07:12:00,2026-03-03 10:12:00,2026-03-03 09:12:00,12.098705,77.18437,"The complainant, a woman, was harassed and assaulted near a government office late in the evening."
713,105770017202500001,202500001,2025-02-01 20:49:00,1207,17,1,2,2,14,1,5016,2025-02-01 08:49:00,2025-02-01 08:49:00,2025-02-01 14:49:00,12.176363,76.395359,The complainant reported theft of a mobile phone from the premises near an apartment complex.
714,105740036202500008,202500008,2025-08-05 04:53:00,1000,36,1,2,1,21,2,5003,2025-08-04 22:53:00,2025-08-04 22:53:00,2025-08-05 04:53:00,13.035193,76.232724,The complainant sustained injuries in an assault near a bank ATM at dusk.
715,105660045202500006,202500006,2025-02-19 21:57:00,1234,45,1,2,2,11,3,5011,2025-02-19 12:57:00,2025-02-19 14:57:00,2025-02-19 17:57:00,14.219854,76.523912,The complainant found a window grille broken on returning home; a mobile phone and cash were missing.
716,105780020202600002,202600002,2026-06-29 09:50:00,1264,20,1,2,2,10,1,5014,2026-06-28 14:50:00,2026-06-28 14:50:00,2026-06-29 07:50:00,12.045813,77.064386,The complainant states that a passer-by snatched a mobile phone near a bank ATM around noon and fled towards the bus stand.
717,105830004202400005,202400005,2024-12-07 00:13:00,1122,4,1,1,1,20,2,5008,2024-12-06 17:13:00,2024-12-06 18:13:00,2024-12-06 20:13:00,13.239895,77.454613,The deceased was found with injuries near a petrol bunk; murder is suspected.
718,105750063202500003,202500003,2025-09-12 11:00:00,1113,63,1,2,1,21,1,5009,2025-09-11 06:00:00,2025-09-11 08:00:00,2025-09-12 08:00:00,12.859479,75.288583,The complainant sustained injuries in an assault near a park gate during the afternoon.
719,105720001202500010,202500010,2025-07-03 08:59:00,1059,1,1,1,2,13,2,5004,2025-07-02 18:59:00,2025-07-02 20:59:00,2025-07-03 02:59:00,12.83531,77.53926,The complainant was waylaid near a government office at night and robbed of ear studs at knife-point.
720,105740036202400002,202400002,2024-05-26 22:18:00,1218,36,1,2,2,12,1,5004,2024-05-24 06:18:00,2024-05-24 09:18:00,2024-05-26 22:18:00,13.031144,76.22463,Unknown persons rode away a TVS scooter parked near an apartment complex around noon.
721,105550049202500005,202500005,2025-06-20 13:12:00,1186,49,1,2,4,40,2,5007,2025-06-20 07:12:00,2025-06-20 10:12:00,2025-06-20 12:12:00,16.201708,74.929645,An unknown person defrauded the complainant of cash promising a gold chain during the afternoon.
722,105670043202500005,202500005,2025-05-20 03:37:00,1205,43,1,2,2,11,2,5012,2025-05-19 20:37:00,2025-05-19 21:37:00,2025-05-20 03:37:00,14.320183,75.939536,The house near a petrol bunk was burgled via the rear door; a mangalsutra was reported stolen.
723,105730014202400003,202400003,2024-10-18 04:25:00,1011,14,1,2,2,12,2,5007,2024-10-17 18:25:00,2024-10-17 18:25:00,2024-10-17 23:25:00,12.620967,76.726497,a Bajaj Pulsar parked near a vegetable market was found missing around noon.
724,105780019202400005,202400005,2024-01-24 18:25:00,1058,19,1,2,2,10,1,5013,2024-01-22 17:25:00,2024-01-22 18:25:00,2024-01-24 16:25:00,12.055861,77.16367,The complainant states that a passer-by snatched a handbag near a bank ATM at dusk and fled towards the market.
725,105830005202500002,202500002,2025-08-29 01:33:00,1118,5,1,2,2,10,1,5011,2025-08-26 01:33:00,2025-08-26 03:33:00,2025-08-29 01:33:00,13.108896,77.519561,"While walking near a government office, ear studs was snatched from the complainant by a passer-by who escaped into the residential layout."
726,105730012202400005,202400005,2024-09-05 17:25:00,1155,12,1,2,1,21,2,5025,2024-09-05 13:25:00,2024-09-05 16:25:00,2024-09-05 15:25:00,12.598138,76.782262,The complainant was assaulted with a stick near an apartment complex and injured.
727,105790056202500006,202500006,2025-05-24 14:38:00,1208,56,1,2,4,40,2,5024,2025-05-24 06:38:00,2025-05-24 08:38:00,2025-05-24 09:38:00,17.222646,76.969944,An unknown person defrauded the complainant of cash promising a mangalsutra during office hours.
728,105790056202500007,202500007,2025-07-14 09:57:00,1217,56,1,1,2,13,1,5014,2025-07-11 16:57:00,2025-07-11 19:57:00,2025-07-14 06:57:00,17.207629,76.965512,The complainant was assaulted near a petrol bunk and a mangalsutra was taken forcibly.
729,105690069202500003,202500003,2025-09-15 11:29:00,1253,69,1,2,4,40,2,5013,2025-09-15 00:29:00,2025-09-15 02:29:00,2025-09-15 08:29:00,13.341204,74.757911,The complainant was cheated of money near a school on a false promise at dusk.
730,105660046202600004,202600004,2026-06-09 20:22:00,1094,46,1,2,2,12,1,5009,2026-06-07 12:22:00,2026-06-07 14:22:00,2026-06-09 14:22:00,14.084153,76.563335,Unknown persons rode away a TVS scooter parked near a petrol bunk in the early hours.
731,105730014202600002,202600002,2026-01-18 13:21:00,1076,14,1,2,2,11,1,5006,2026-01-18 04:21:00,2026-01-18 05:21:00,2026-01-18 10:21:00,12.610756,76.713802,The complainant found the rear door broken on returning home; a handbag and cash were missing.
732,105720003202400003,202400003,2024-05-19 15:50:00,1147,3,1,1,2,13,2,5001,2024-05-19 08:50:00,2024-05-19 10:50:00,2024-05-19 14:50:00,12.991382,77.707579,"Near a government office, unknown persons robbed the complainant of a handbag and fled towards the ring road."
733,105740036202500009,202500009,2025-01-26 17:27:00,1180,36,1,2,2,11,1,5021,2025-01-24 20:27:00,2025-01-24 23:27:00,2025-01-26 13:27:00,13.030186,76.188295,On returning from a trip the complainant found the kitchen door forced and valuables gone.
734,105650061202500003,202500003,2025-01-08 23:30:00,1220,61,1,1,1,22,2,5020,2025-01-08 16:30:00,2025-01-08 18:30:00,2025-01-08 21:30:00,15.158031,76.472738,An attempt was made on the complainant's life near a hospital gate using a sharp weapon.
735,105740036202400003,202400003,2024-06-26 03:48:00,1002,36,1,1,2,13,2,5008,2024-06-25 19:48:00,2024-06-25 19:48:00,2024-06-26 01:48:00,13.023797,76.229902,The complainant was waylaid near a government office around noon and robbed of ear studs at knife-point.
736,105840009202400011,202400011,2024-05-22 17:38:00,1014,9,1,1,2,13,2,5009,2024-05-22 14:38:00,2024-05-22 15:38:00,2024-05-22 16:38:00,12.736237,77.375209,Two persons on a bike snatched ear studs near a park gate after threatening the complainant.
737,105690068202400003,202400003,2024-07-17 08:45:00,1041,68,1,1,2,13,1,5019,2024-07-16 17:45:00,2024-07-16 18:45:00,2024-07-17 02:45:00,13.461275,74.847528,The complainant was assaulted near an apartment complex and a laptop bag was taken forcibly.
738,105770018202500004,202500004,2025-05-01 08:34:00,1243,18,1,2,1,21,1,5012,2025-04-30 05:34:00,2025-04-30 08:34:00,2025-05-01 02:34:00,12.080905,76.470651,A quarrel near a jewellery shop led to the complainant being beaten and hurt.
739,105550051202400008,202400008,2024-06-13 14:37:00,1223,51,1,1,1,22,1,5024,2024-06-12 00:37:00,2024-06-12 03:37:00,2024-06-13 10:37:00,16.031202,74.880661,The complainant was attacked with a weapon near a petrol bunk during the afternoon and grievously injured.
740,105710023202600004,202600004,2026-02-17 18:17:00,1205,23,1,2,2,11,1,5010,2026-02-17 06:17:00,2026-02-17 08:17:00,2026-02-17 17:17:00,13.466195,76.965906,The complainant found the kitchen door broken on returning home; a laptop bag and cash were missing.
741,105840009202400012,202400012,2024-04-23 04:21:00,1115,9,1,2,2,12,2,5003,2024-04-22 22:21:00,2024-04-22 22:21:00,2024-04-23 03:21:00,12.74805,77.390955,a Yamaha bike parked near a park gate was found missing in the early hours.
742,105690066202400003,202400003,2024-04-25 13:09:00,1038,66,1,2,2,12,1,5011,2024-04-24 13:09:00,2024-04-24 16:09:00,2024-04-25 13:09:00,13.44808,74.909476,a Yamaha bike parked near a wedding hall was found missing during the afternoon.
743,105660045202600004,202600004,2026-05-21 06:47:00,1193,45,1,2,2,14,1,5024,2026-05-20 19:47:00,2026-05-20 20:47:00,2026-05-21 00:47:00,14.240402,76.495626,a mobile phone was found missing from the complainant's shop near a jewellery shop late in the evening.
744,105740035202400002,202400002,2024-01-11 18:49:00,1074,35,1,2,2,10,1,5008,2024-01-09 19:49:00,2024-01-09 22:49:00,2024-01-11 13:49:00,12.984256,76.064817,"While walking near a wedding hall, a handbag was snatched from the complainant by a passer-by who escaped towards the flyover."
745,105730013202400004,202400004,2024-09-06 12:17:00,1100,13,1,1,1,20,2,5022,2024-09-06 07:17:00,2024-09-06 07:17:00,2024-09-06 10:17:00,12.572051,76.668657,The body of a person was found near a temple in the early hours; a case of murder is registered.
746,105750062202400005,202400005,2024-07-07 09:02:00,1137,62,1,2,1,21,2,5018,2024-07-07 01:02:00,2024-07-07 03:02:00,2024-07-07 09:02:00,12.942249,75.182852,The complainant sustained injuries in an assault near a bank ATM at night.
747,105660047202500007,202500007,2025-03-07 05:30:00,1059,47,1,2,2,14,2,5023,2025-03-06 19:30:00,2025-03-06 22:30:00,2025-03-07 02:30:00,14.048968,76.497095,a laptop bag kept at the workplace near a hospital gate was stolen during the afternoon.
748,105710026202500003,202500003,2025-07-13 20:30:00,1195,26,1,2,2,11,1,5006,2025-07-11 16:30:00,2025-07-11 19:30:00,2025-07-13 20:30:00,13.404658,76.864935,The complainant found the kitchen door broken on returning home; two gold bangles and cash were missing.
749,105550048202400009,202400009,2024-07-09 17:32:00,1198,48,1,2,2,11,2,5019,2024-07-09 09:32:00,2024-07-09 12:32:00,2024-07-09 14:32:00,15.989371,74.879221,On returning from a trip the complainant found the roof ventilator forced and valuables gone.
750,105710024202600005,202600005,2026-02-04 19:49:00,1193,24,1,1,1,20,1,5024,2026-02-03 04:49:00,2026-02-03 05:49:00,2026-02-04 19:49:00,13.295358,76.921148,A murder was reported near a petrol bunk following a dispute late in the evening.
751,105690069202400004,202400004,2024-04-27 00:44:00,1029,69,1,2,2,11,3,5011,2024-04-26 14:44:00,2024-04-26 15:44:00,2024-04-26 22:44:00,13.366964,74.765476,On returning from a trip the complainant found the main door lock forced and valuables gone.
752,105840010202500002,202500002,2025-05-20 11:40:00,1180,10,1,2,1,21,1,5015,2025-05-19 06:40:00,2025-05-19 07:40:00,2025-05-20 07:40:00,12.63782,77.28112,The complainant was assaulted with a stick near a petrol bunk and injured.
753,105690068202600002,202600002,2026-05-24 02:45:00,1178,68,1,1,2,13,3,5007,2026-05-23 22:45:00,2026-05-23 23:45:00,2026-05-23 23:45:00,13.429669,74.852463,The complainant was waylaid near a bank ATM at night and robbed of two gold bangles at knife-point.
754,105660046202600005,202600005,2026-02-06 12:23:00,1111,46,1,2,2,12,3,5020,2026-02-06 09:23:00,2026-02-06 10:23:00,2026-02-06 11:23:00,14.110448,76.536938,a TVS scooter left near a petrol bunk could not be traced; the steering lock was broken.
755,105770016202500005,202500005,2025-12-14 00:25:00,1026,16,1,2,2,10,2,5020,2025-12-13 17:25:00,2025-12-13 18:25:00,2025-12-13 23:25:00,12.215503,76.528785,a wallet with cash was pulled off the complainant's neck near a government office; the accused ran into the residential layout.
756,105750062202500004,202500004,2025-10-15 23:21:00,1244,62,1,1,1,22,1,5023,2025-10-13 06:21:00,2025-10-13 07:21:00,2025-10-15 22:21:00,12.970902,75.183999,The complainant was attacked with a weapon near a bank ATM during the afternoon and grievously injured.
757,105690068202600003,202600003,2026-06-21 18:14:00,1158,68,1,2,4,40,1,5010,2026-06-19 23:14:00,2026-06-20 01:14:00,2026-06-21 18:14:00,13.430706,74.825654,The complainant was cheated of money near a park gate on a false promise around noon.
758,105620053202400007,202400007,2024-12-26 07:57:00,1158,53,1,1,1,22,1,5016,2024-12-25 22:57:00,2024-12-26 00:57:00,2024-12-26 03:57:00,15.417013,75.20777,The complainant was attacked with a weapon near a school around noon and grievously injured.
759,105690066202600004,202600004,2026-04-25 13:24:00,1018,66,1,2,2,10,1,5021,2026-04-24 05:24:00,2026-04-24 06:24:00,2026-04-25 08:24:00,13.447132,74.95411,The complainant states that an unknown person snatched a mobile phone near a school at dusk and fled into the residential layout.
760,105730012202500008,202500008,2025-08-07 04:05:00,1076,12,1,2,1,21,1,5010,2025-08-05 08:05:00,2025-08-05 08:05:00,2025-08-07 03:05:00,12.563782,76.768205,The complainant was assaulted with a stick near a temple and injured.
761,105730014202600003,202600003,2026-01-25 21:24:00,1196,14,1,1,1,20,2,5020,2026-01-25 16:24:00,2026-01-25 17:24:00,2026-01-25 19:24:00,12.586007,76.711479,A murder was reported near a school following a dispute at night.
762,105790055202400002,202400002,2024-10-17 14:13:00,1174,55,1,2,1,21,2,5009,2024-10-17 10:13:00,2024-10-17 11:13:00,2024-10-17 14:13:00,17.229723,76.781863,The complainant sustained injuries in an assault near a jewellery shop around noon.
763,105720003202600002,202600002,2026-06-13 00:37:00,1229,3,1,1,1,22,2,5004,2026-06-12 13:37:00,2026-06-12 15:37:00,2026-06-12 18:37:00,13.020292,77.702972,An attempt was made on the complainant's life near a temple using a sharp weapon.
764,105710024202400009,202400009,2024-07-28 21:44:00,1209,24,1,2,4,40,2,5014,2024-07-28 09:44:00,2024-07-28 10:44:00,2024-07-28 15:44:00,13.347297,76.944038,An unknown person defrauded the complainant of cash promising a handbag in the early hours.
765,105690069202400005,202400005,2024-11-28 07:31:00,1026,69,1,1,2,13,2,5022,2024-11-27 22:31:00,2024-11-28 01:31:00,2024-11-28 03:31:00,13.346736,74.783467,Two persons on a bike snatched a wallet with cash near an apartment complex after threatening the complainant.
766,105650059202400003,202400003,2024-12-27 03:24:00,1108,59,1,1,1,22,1,5021,2024-12-24 16:24:00,2024-12-24 18:24:00,2024-12-27 02:24:00,14.995381,76.540838,The complainant was attacked with a weapon near a bus stop in the early hours and grievously injured.
767,105730012202500009,202500009,2025-05-06 16:53:00,1211,12,1,2,1,21,1,5005,2025-05-03 22:53:00,2025-05-04 01:53:00,2025-05-06 13:53:00,12.600124,76.740733,The complainant sustained injuries in an assault near a jewellery shop late in the evening.
768,105820031202400003,202400003,2024-10-19 23:45:00,1243,31,1,2,2,14,2,5010,2024-10-19 16:45:00,2024-10-19 16:45:00,2024-10-19 20:45:00,13.587681,77.883692,Household articles and ear studs were stolen from the complainant's house near a jewellery shop.
769,105810027202500004,202500004,2025-10-31 12:03:00,1123,27,1,1,1,22,1,5024,2025-10-29 06:03:00,2025-10-29 08:03:00,2025-10-31 09:03:00,13.175031,78.300358,The complainant was attacked with a weapon near a government office in the early hours and grievously injured.
770,105830005202500003,202500003,2025-10-09 09:58:00,1185,5,1,2,1,21,1,5014,2025-10-08 21:58:00,2025-10-08 21:58:00,2025-10-09 09:58:00,13.142624,77.529835,The complainant sustained injuries in an assault near a hospital gate during office hours.
771,105680040202600001,202600001,2026-01-17 22:30:00,1196,40,1,2,2,11,2,5018,2026-01-17 09:30:00,2026-01-17 10:30:00,2026-01-17 17:30:00,13.965295,75.13309,The complainant found the roof ventilator broken on returning home; a handbag and cash were missing.
772,105710024202500009,202500009,2025-05-23 17:58:00,1034,24,1,2,4,40,2,5007,2025-05-23 13:58:00,2025-05-23 13:58:00,2025-05-23 16:58:00,13.296762,76.908583,The complainant was cheated of money near a park gate on a false promise at dusk.
773,105770017202400005,202400005,2024-01-06 05:20:00,1042,17,1,2,2,14,1,5018,2024-01-03 06:20:00,2024-01-03 09:20:00,2024-01-06 02:20:00,12.1845,76.389347,Household articles and a gold chain were stolen from the complainant's house near a bus stop.
774,105780019202400006,202400006,2024-12-30 00:23:00,1167,19,1,2,2,10,2,5011,2024-12-29 16:23:00,2024-12-29 16:23:00,2024-12-29 19:23:00,12.050489,77.188099,An unidentified person grabbed a mangalsutra from the complainant close to a hospital gate and disappeared.
775,105810029202400007,202400007,2024-11-16 12:48:00,1088,29,1,2,4,40,1,5010,2024-11-14 17:48:00,2024-11-14 18:48:00,2024-11-16 06:48:00,13.020115,78.158956,The complainant was cheated of money near a park gate on a false promise at dusk.
776,105710025202400004,202400004,2024-10-29 09:05:00,1164,25,1,1,1,22,2,5008,2024-10-29 02:05:00,2024-10-29 02:05:00,2024-10-29 08:05:00,13.454732,76.868791,An attempt was made on the complainant's life near a school using a sharp weapon.
777,105790056202400002,202400002,2024-09-01 06:51:00,1042,56,1,2,1,21,2,5020,2024-08-31 23:51:00,2024-08-31 23:51:00,2024-09-01 04:51:00,17.206477,76.980996,A quarrel near a bank ATM led to the complainant being beaten and hurt.
778,105620052202500008,202500008,2025-07-03 10:26:00,1195,52,1,2,2,11,1,5005,2025-07-02 04:26:00,2025-07-02 04:26:00,2025-07-03 05:26:00,15.323011,75.236942,Unknown persons entered through the roof ventilator during office hours and took gold ornaments and cash.
779,105750064202400005,202400005,2024-05-13 22:35:00,1065,64,1,1,1,20,1,5009,2024-05-12 04:35:00,2024-05-12 05:35:00,2024-05-13 18:35:00,12.939423,75.36974,The body of a person was found near a temple in the early hours; a case of murder is registered.
780,105780019202500003,202500003,2025-10-08 21:25:00,1153,19,1,2,2,10,2,5016,2025-10-08 16:25:00,2025-10-08 18:25:00,2025-10-08 21:25:00,12.068464,77.176593,An unidentified person grabbed a wallet with cash from the complainant close to a bus stop and disappeared.
781,105810029202500006,202500006,2025-06-11 20:31:00,1213,29,1,2,2,12,3,5021,2025-06-11 17:31:00,2025-06-11 18:31:00,2025-06-11 19:31:00,13.020365,78.200948,Unknown persons rode away a TVS scooter parked near a government office at dusk.
782,105720003202400004,202400004,2024-08-02 05:07:00,1132,3,1,1,3,30,1,5015,2024-07-31 10:07:00,2024-07-31 10:07:00,2024-08-02 05:07:00,12.998555,77.705232,"Near a vegetable market, an unknown person outraged the modesty of the complainant during the afternoon."
783,105670043202600004,202600004,2026-01-19 11:08:00,1169,43,1,2,4,40,1,5013,2026-01-16 07:08:00,2026-01-16 08:08:00,2026-01-19 06:08:00,14.364552,75.987657,An unknown person defrauded the complainant of cash promising a gold chain at night.
784,105550048202400010,202400010,2024-08-04 21:27:00,1165,48,1,1,2,13,1,5018,2024-08-02 01:27:00,2024-08-02 02:27:00,2024-08-04 21:27:00,16.007228,74.870855,The complainant was assaulted near a wedding hall and a wallet with cash was taken forcibly.
785,105670042202400009,202400009,2024-12-19 17:50:00,1269,42,1,1,1,22,1,5013,2024-12-18 21:50:00,2024-12-18 22:50:00,2024-12-19 12:50:00,14.404875,75.955299,The complainant was attacked with a weapon near a government office around noon and grievously injured.
786,105660046202600006,202600006,2026-03-19 01:04:00,1105,46,1,2,1,21,1,5012,2026-03-17 10:04:00,2026-03-17 11:04:00,2026-03-18 20:04:00,14.082014,76.568768,The complainant was assaulted with a stick near a petrol bunk and injured.
787,105810028202400004,202400004,2024-11-09 09:38:00,1259,28,1,2,2,14,2,5002,2024-11-08 21:38:00,2024-11-08 23:38:00,2024-11-09 04:38:00,13.217189,78.179967,a gold chain kept at the workplace near a vegetable market was stolen at night.
788,105740035202500005,202500005,2025-03-02 12:22:00,1024,35,1,2,2,14,2,5021,2025-03-02 00:22:00,2025-03-02 02:22:00,2025-03-02 07:22:00,13.022159,76.051904,The complainant reported theft of a gold chain from the premises near a wedding hall.
789,105670042202600002,202600002,2026-01-10 17:53:00,1213,42,1,1,1,20,1,5009,2026-01-09 20:53:00,2026-01-09 21:53:00,2026-01-10 17:53:00,14.455864,75.940309,A murder was reported near a wedding hall following a dispute late in the evening.
790,105730013202500009,202500009,2025-09-13 21:04:00,1084,13,1,2,4,40,2,5011,2025-09-13 16:04:00,2025-09-13 17:04:00,2025-09-13 21:04:00,12.571893,76.694469,An unknown person defrauded the complainant of cash promising a mangalsutra during office hours.
791,105670042202400010,202400010,2024-11-07 03:39:00,1089,42,1,1,1,20,2,5005,2024-11-06 23:39:00,2024-11-06 23:39:00,2024-11-07 01:39:00,14.452602,75.965174,A murder was reported near a vegetable market following a dispute around noon.
792,105650060202500008,202500008,2025-04-10 11:49:00,1256,60,1,2,2,14,2,5011,2025-04-10 07:49:00,2025-04-10 10:49:00,2025-04-10 10:49:00,14.997355,76.587862,Household articles and a mangalsutra were stolen from the complainant's house near a government office.
793,105660045202500007,202500007,2025-07-21 06:53:00,1022,45,1,1,1,20,1,5005,2025-07-19 00:53:00,2025-07-19 02:53:00,2025-07-21 02:53:00,14.186973,76.5198,A murder was reported near a hospital gate following a dispute late in the evening.
794,105620052202600002,202600002,2026-04-08 11:28:00,1174,52,1,2,2,14,1,5002,2026-04-06 18:28:00,2026-04-06 19:28:00,2026-04-08 11:28:00,15.309439,75.229622,ear studs was found missing from the complainant's shop near a wedding hall during office hours.
795,105720003202400005,202400005,2024-03-23 08:22:00,1017,3,1,2,2,11,1,5016,2024-03-20 14:22:00,2024-03-20 17:22:00,2024-03-23 04:22:00,13.010643,77.676206,The complainant found the roof ventilator broken on returning home; a gold chain and cash were missing.
796,105790055202500007,202500007,2025-03-31 19:43:00,1068,55,1,2,4,40,2,5018,2025-03-31 12:43:00,2025-03-31 13:43:00,2025-03-31 19:43:00,17.256808,76.773615,The complainant was cheated of money near an apartment complex on a false promise at night.
797,105680040202500003,202500003,2025-09-21 14:27:00,1100,40,1,1,1,22,2,5023,2025-09-21 07:27:00,2025-09-21 07:27:00,2025-09-21 09:27:00,13.946364,75.166892,The complainant was attacked with a weapon near a hospital gate around noon and grievously injured.
798,105740034202500008,202500008,2025-12-26 03:09:00,1165,34,1,1,1,22,1,5006,2025-12-25 02:09:00,2025-12-25 05:09:00,2025-12-26 03:09:00,12.924802,76.057751,An attempt was made on the complainant's life near an apartment complex using a sharp weapon.
799,105550049202500006,202500006,2025-01-17 01:13:00,1261,49,1,2,2,14,2,5001,2025-01-16 22:13:00,2025-01-17 00:13:00,2025-01-17 00:13:00,16.165446,74.933862,Household articles and a wallet with cash were stolen from the complainant's house near a vegetable market.
800,105730011202400006,202400006,2024-09-23 20:42:00,1056,11,1,1,1,22,2,5006,2024-09-23 12:42:00,2024-09-23 15:42:00,2024-09-23 18:42:00,12.543817,76.792947,The complainant was attacked with a weapon near a park gate during the afternoon and grievously injured.
801,105820031202600003,202600003,2026-03-05 22:24:00,1021,31,1,1,3,30,2,5010,2026-03-05 14:24:00,2026-03-05 17:24:00,2026-03-05 21:24:00,13.621831,77.888438,"Near a wedding hall, an unknown person outraged the modesty of the complainant during office hours."
802,105730011202500006,202500006,2025-02-14 07:20:00,1058,11,1,2,2,11,1,5023,2025-02-14 01:20:00,2025-02-14 04:20:00,2025-02-14 06:20:00,12.503232,76.759161,Unknown persons entered through the main door lock in the early hours and took gold ornaments and cash.
803,105650060202400004,202400004,2024-10-11 09:07:00,1057,60,1,2,2,10,1,5014,2024-10-10 05:07:00,2024-10-10 05:07:00,2024-10-11 06:07:00,15.023964,76.574381,"While walking near a government office, a mobile phone was snatched from the complainant by a passer-by who escaped towards the flyover."
804,105680039202400002,202400002,2024-07-16 14:53:00,1193,39,1,1,3,30,1,5019,2024-07-15 21:53:00,2024-07-15 22:53:00,2024-07-16 11:53:00,14.093678,75.332462,"The complainant, a woman, was harassed and assaulted near a park gate at night."
805,105550048202500005,202500005,2025-06-12 18:37:00,1013,48,1,1,1,20,1,5007,2025-06-09 20:37:00,2025-06-09 20:37:00,2025-06-12 15:37:00,15.975466,74.876058,A murder was reported near a hospital gate following a dispute around noon.
806,105820030202600001,202600001,2026-02-19 10:40:00,1223,30,1,2,2,14,3,5002,2026-02-18 20:40:00,2026-02-18 20:40:00,2026-02-19 04:40:00,13.494049,77.932803,Household articles and a mobile phone were stolen from the complainant's house near a vegetable market.
807,105620054202600003,202600003,2026-02-06 04:46:00,1224,54,1,2,4,40,2,5024,2026-02-05 23:46:00,2026-02-06 00:46:00,2026-02-06 00:46:00,15.384893,75.056332,An unknown person defrauded the complainant of cash promising a laptop bag at dusk.
808,105770016202400009,202400009,2024-04-17 12:03:00,1233,16,1,2,1,21,2,5005,2024-04-17 03:03:00,2024-04-17 04:03:00,2024-04-17 10:03:00,12.237554,76.536112,The complainant was assaulted with a stick near a school and injured.
809,105710024202600006,202600006,2026-06-08 11:45:00,1020,24,1,2,1,21,1,5025,2026-06-05 20:45:00,2026-06-05 21:45:00,2026-06-08 08:45:00,13.319079,76.92777,The complainant sustained injuries in an assault near a wedding hall in the early hours.
