CSID,CaseMasterID,csdate,cstype,PolicePersonID
1246,1246,2025-07-21 07:08:00,C,1208
1247,1247,2026-05-10 23:11:00,B,1040
1248,1248,2026-06-20 03:26:00,C,1173
1249,1249,2026-08-11 00:44:00,A,1191
1250,1250,2025-12-30 10:22:00,A,1182
1251,1251,2026-02-03 22:21:00,A,1050
1252,1252,2026-03-05 23:33:00,A,1246
1253,1253,2026-01-16 22:10:00,B,1092
1254,1254,2026-06-06 20:18:00,A,1149
1255,1255,2024-08-04 12:19:00,C,1189
1256,1256,2024-09-19 07:45:00,C,1264
1257,1257,2025-02-07 21:17:00,A,1161
1258,1258,2024-07-14 15:13:00,C,1022
1259,1259,2024-12-02 17:57:00,C,1085
1260,1260,2024-10-17 14:16:00,C,1058
1261,1261,2026-04-30 00:28:00,C,1045
1262,1262,2024-11-01 00:23:00,A,1041
1263,1263,2025-06-11 20:05:00,C,1159
1264,1264,2024-08-30 14:10:00,B,1025
1265,1265,2025-07-16 07:53:00,B,1236
1266,1266,2025-06-22 09:16:00,C,1018
1267,1267,2026-04-27 04:05:00,A,1122
1268,1268,2025-04-27 00:32:00,C,1033
1269,1269,2026-04-21 04:38:00,A,1052
1270,1270,2024-12-04 21:41:00,A,1177
1271,1271,2025-04-09 08:38:00,B,1156
1272,1272,2025-05-25 00:38:00,A,1258
1273,1273,2024-10-06 06:09:00,A,1215
1274,1274,2025-03-19 07:22:00,B,1009
1275,1275,2024-05-16 02:12:00,C,1249
1276,1276,2026-05-29 15:45:00,A,1058
1277,1277,2025-07-12 01:35:00,C,1072
1278,1278,2026-01-25 05:23:00,A,1263
1279,1279,2024-04-24 01:41:00,A,1213
1280,1280,2026-02-12 17:11:00,A,1197
1281,1281,2025-07-20 06:28:00,C,1212
1282,1282,2024-09-11 07:59:00,A,1090
1283,1283,2025-07-04 21:02:00,C,1185
1284,1284,2025-03-19 06:31:00,A,1000
1285,1285,2026-01-28 23:23:00,A,1184
1286,1286,2026-04-10 04:46:00,C,1267
1287,1287,2025-05-05 16:30:00,C,1255
1288,1288,2024-11-16 14:24:00,C,1151
1289,1289,2024-12-16 03:58:00,C,1267
1290,1290,2024-06-02 19:00:00,A,1177
1291,1291,2025-11-30 10:13:00,C,1142
1292,1292,2025-12-18 04:15:00,C,1122
1293,1293,2026-03-19 03:55:00,C,1116
1294,1294,2026-03-22 07:21:00,A,1126
1295,1295,2024-09-13 08:26:00,A,1164
1296,1296,2026-01-03 04:47:00,A,1128
1297,1297,2025-04-27 15:04:00,A,1061
1298,1298,2025-11-08 13:25:00,A,1191
1299,1299,2024-12-30 04:24:00,A,1103
1300,1300,2024-11-24 19:11:00,C,1176
1301,1301,2024-05-20 06:15:00,A,1260
1302,1302,2025-12-13 04:34:00,A,1264
1303,1303,2025-07-05 00:01:00,A,1019
1304,1304,2024-12-10 11:51:00,A,1242
1305,1305,2026-05-24 03:57:00,C,1037
1306,1306,2024-04-28 09:22:00,C,1001
1307,1307,2026-01-10 02:27:00,C,1105
1308,1308,2025-02-13 20:23:00,A,1172
1309,1309,2025-05-28 18:25:00,A,1234
1310,1310,2025-09-11 05:52:00,C,1010
1311,1311,2025-09-24 14:55:00,A,1165
1312,1312,2025-07-06 02:12:00,A,1103
1313,1313,2025-10-29 09:51:00,A,1142
1314,1314,2025-10-18 08:19:00,A,1027
1315,1315,2025-09-06 01:17:00,C,1160
1316,1316,2024-05-29 14:12:00,B,1246
1317,1317,2026-03-31 22:08:00,A,1137
1318,1318,2024-04-17 04:50:00,C,1086
1319,1319,2026-01-12 09:29:00,A,1137
1320,1320,2026-02-07 05:56:00,C,1032
1321,1321,2026-07-20 04:52:00,C,1272
1322,1322,2025-05-19 13:17:00,C,1067
1323,1323,2024-12-29 18:50:00,A,1084
1324,1324,2026-04-10 05:10:00,C,1226
1325,1325,2025-08-29 20:48:00,A,1101
1326,1326,2024-08-20 10:06:00,C,1024
1327,1327,2025-11-19 02:52:00,C,1029
1328,1328,2025-05-31 10:01:00,A,1002
1329,1329,2024-04-30 01:24:00,C,1066
1330,1330,2025-06-29 21:15:00,A,1272
1331,1331,2025-12-22 12:56:00,A,1247
1332,1332,2024-04-10 21:54:00,A,1107
1333,1333,2025-10-28 15:50:00,C,1118
1334,1334,2024-05-22 04:36:00,B,1037
1335,1335,2024-10-24 10:29:00,A,1197
1336,1336,2025-03-02 07:49:00,A,1176
1337,1337,2024-05-11 11:53:00,C,1270
1338,1338,2026-03-18 21:29:00,A,1120
1339,1339,2024-11-16 02:50:00,A,1136
1340,1340,2025-09-22 21:48:00,A,1232
1341,1341,2024-12-07 09:14:00,B,1146
1342,1342,2025-12-18 03:41:00,A,1004
1343,1343,2024-12-15 15:31:00,B,1151
1344,1344,2025-01-27 18:11:00,C,1099
1345,1345,2026-09-18 02:04:00,C,1034
1346,1346,2025-09-08 17:19:00,B,1268
1347,1347,2025-02-23 00:01:00,C,1237
1348,1348,2026-06-04 00:19:00,B,1094
1349,1349,2025-02-24 23:48:00,A,1078
1350,1350,2025-01-16 01:17:00,C,1225
1351,1351,2025-11-21 09:05:00,B,1221
1352,1352,2026-07-13 04:23:00,A,1089
1353,1353,2024-11-19 00:00:00,A,1267
1354,1354,2025-11-15 07:39:00,A,1001
1355,1355,2025-10-02 15:45:00,B,1041
1356,1356,2024-04-24 11:58:00,C,1017
1357,1357,2026-03-08 12:48:00,C,1238
1358,1358,2024-08-18 11:29:00,A,1092
1359,1359,2026-01-06 02:46:00,A,1198
1360,1360,2024-03-14 07:23:00,C,1183
1361,1361,2025-07-16 16:37:00,B,1147
1362,1362,2025-09-24 17:40:00,C,1031
1363,1363,2025-10-22 05:48:00,C,1001
1364,1364,2024-12-15 00:08:00,C,1119
1365,1365,2025-05-03 13:31:00,C,1125
1366,1366,2024-04-27 10:47:00,C,1257
1367,1367,2025-06-27 09:11:00,C,1087
1368,1368,2025-11-12 08:14:00,C,1119
1369,1369,2025-03-21 21:30:00,A,1155
1370,1370,2026-01-16 22:29:00,C,1210
1371,1371,2024-03-15 08:20:00,B,1220
1372,1372,2026-05-04 18:02:00,C,1205
1373,1373,2025-01-10 11:32:00,A,1004
1374,1374,2025-12-28 08:03:00,A,1043
1375,1375,2025-06-21 06:49:00,A,1067
1376,1376,2026-09-24 05:30:00,C,1255
1377,1377,2025-01-15 05:02:00,B,1208
1378,1378,2026-01-19 12:50:00,B,1076
1379,1379,2026-02-08 22:09:00,C,1027
1380,1380,2026-01-25 14:50:00,A,1205
1381,1381,2025-08-29 10:48:00,A,1174
1382,1382,2026-07-05 19:22:00,C,1006
1383,1383,2024-12-19 06:00:00,A,1173
1384,1384,2024-03-28 16:37:00,A,1132
1385,1385,2025-01-01 05:09:00,C,1266
1386,1386,2024-10-21 14:18:00,C,1137
1387,1387,2025-03-19 19:32:00,C,1150
1388,1388,2025-03-15 20:21:00,A,1249
1389,1389,2026-01-09 19:02:00,A,1111
1390,1390,2026-05-21 18:24:00,C,1114
1391,1391,2026-02-15 21:33:00,A,1139
1392,1392,2025-08-07 20:02:00,C,1163
1393,1393,2024-10-21 18:30:00,A,1135
1394,1394,2025-06-26 21:16:00,C,1228
1395,1395,2026-05-22 16:18:00,A,1114
1396,1396,2025-03-11 17:25:00,C,1005
1397,1397,2025-05-16 16:54:00,C,1132
1398,1398,2025-05-11 21:06:00,A,1193
1399,1399,2026-08-05 09:07:00,A,1237
1400,1400,2026-01-09 01:22:00,A,1035
1401,1401,2026-07-06 06:21:00,A,1152
1402,1402,2024-06-27 21:21:00,C,1272
1403,1403,2026-06-27 22:55:00,A,1206
1404,1404,2026-05-08 15:05:00,C,1245
1405,1405,2024-12-01 16:27:00,A,1102
1406,1406,2025-11-18 06:47:00,C,1194
1407,1407,2025-11-19 09:56:00,C,1136
1408,1408,2024-10-15 03:50:00,C,1182
1409,1409,2025-04-29 11:36:00,A,1258
1410,1410,2025-08-04 19:50:00,A,1181
1411,1411,2024-05-03 05:03:00,C,1098
1412,1412,2024-07-03 11:53:00,A,1170
1413,1413,2026-05-17 03:08:00,A,1214
1414,1414,2024-05-01 12:15:00,A,1138
1415,1415,2024-04-02 19:37:00,A,1217
1416,1416,2025-11-28 03:10:00,B,1016
1417,1417,2024-11-24 06:00:00,A,1070
1418,1418,2026-03-11 11:27:00,C,1206
1419,1419,2025-12-20 15:40:00,A,1043
1420,1420,2026-07-02 06:37:00,A,1205
1421,1421,2025-11-21 01:31:00,A,1079
1422,1422,2025-09-25 12:50:00,C,1147
1423,1423,2026-08-04 03:06:00,A,1031
1424,1424,2024-08-14 14:30:00,A,1083
1425,1425,2024-04-19 11:08:00,A,1236
1426,1426,2025-05-04 11:53:00,C,1266
1427,1427,2026-05-24 01:10:00,A,1063
1428,1428,2025-09-12 11:57:00,A,1204
1429,1429,2024-10-07 07:59:00,B,1123
1430,1430,2025-03-06 23:19:00,A,1017
1431,1431,2026-01-21 04:26:00,A,1166
1432,1432,2024-05-23 02:32:00,A,1126
1433,1433,2026-08-10 14:27:00,A,1212
1434,1434,2026-02-05 00:42:00,C,1230
1435,1435,2026-05-09 13:39:00,A,1213
1436,1436,2026-04-16 00:21:00,C,1052
1437,1437,2024-07-21 04:42:00,A,1174
1438,1438,2025-06-16 20:12:00,C,1234
1439,1439,2024-10-04 03:17:00,C,1079
1440,1440,2024-08-28 07:06:00,C,1090
1441,1441,2026-03-10 18:05:00,C,1178
1442,1442,2025-07-29 01:34:00,B,1060
1443,1443,2024-05-30 23:13:00,C,1231
1444,1444,2024-09-30 11:11:00,A,1054
1445,1445,2024-12-16 16:28:00,C,1238
1446,1446,2025-02-03 08:48:00,A,1107
1447,1447,2025-07-13 11:45:00,C,1039
1448,1448,2026-02-17 14:33:00,C,1104
1449,1449,2025-06-24 19:09:00,A,1128
1450,1450,2026-04-13 17:22:00,C,1032
1451,1451,2024-08-22 01:44:00,A,1246
1452,1452,2026-04-22 05:35:00,B,1021
1453,1453,2025-01-02 19:43:00,C,1096
1454,1454,2026-09-01 04:36:00,C,1149
1455,1455,2025-11-05 09:03:00,A,1266
1456,1456,2026-08-11 10:48:00,A,1093
1457,1457,2024-02-07 11:43:00,A,1106
1458,1458,2026-06-02 15:20:00,C,1081
1459,1459,2026-08-25 14:13:00,A,1155
1460,1460,2026-05-09 03:22:00,B,1237
1461,1461,2025-06-04 17:24:00,C,1190
1462,1462,2024-08-23 20:11:00,A,1165
1463,1463,2026-04-18 04:20:00,A,1242
1464,1464,2024-11-13 23:54:00,A,1137
1465,1465,2026-05-18 07:56:00,B,1024
1466,1466,2024-08-03 18:16:00,C,1212
1467,1467,2024-03-04 20:10:00,C,1177
1468,1468,2025-08-19 23:05:00,C,1238
1469,1469,2024-09-27 07:11:00,A,1130
1470,1470,2024-06-12 15:48:00,A,1174
1471,1471,2024-08-28 13:03:00,A,1084
1472,1472,2024-07-25 19:15:00,C,1131
1473,1473,2025-07-14 14:50:00,C,1215
1474,1474,2026-03-02 18:19:00,A,1255
1475,1475,2024-12-01 15:10:00,A,1074
1476,1476,2025-12-21 20:35:00,C,1091
1477,1477,2026-04-12 03:05:00,B,1163
1478,1478,2026-07-01 11:52:00,C,1087
1479,1479,2025-12-12 07:37:00,A,1196
1480,1480,2026-09-08 00:03:00,A,1188
1481,1481,2026-04-23 05:34:00,A,1068
1482,1482,2024-04-30 17:50:00,A,1192
1483,1483,2024-09-21 12:28:00,A,1225
1484,1484,2024-04-26 21:17:00,A,1120
1485,1485,2026-07-25 23:29:00,C,1133
1486,1486,2026-04-09 15:13:00,A,1092
1487,1487,2024-04-27 13:45:00,C,1162
1488,1488,2026-02-09 03:01:00,A,1113
1489,1489,2024-06-30 01:16:00,A,1176
1490,1490,2024-06-14 12:40:00,C,1010
1491,1491,2024-05-29 12:48:00,C,1056
1492,1492,2026-04-29 22:58:00,C,1199
1493,1493,2025-11-20 23:00:00,C,1257
1494,1494,2024-02-10 13:06:00,C,1153
1495,1495,2026-02-20 09:54:00,C,1155
1496,1496,2025-07-05 09:37:00,A,1255
1497,1497,2024-11-04 18:26:00,A,1213
1498,1498,2026-07-19 14:29:00,C,1194
1499,1499,2024-03-07 21:49:00,A,1015
1500,1500,2024-06-29 23:41:00,A,1158
1501,1501,2025-12-18 09:01:00,C,1160
1502,1502,2025-10-06 00:51:00,C,1062
1503,1503,2024-11-04 00:47:00,C,1173
1504,1504,2025-03-18 08:13:00,A,1059
1505,1505,2025-03-14 18:35:00,A,1142
1506,1506,2026-02-07 05:39:00,A,1225
1507,1507,2024-10-07 11:49:00,C,1005
1508,1508,2024-04-28 05:44:00,C,1237
1509,1509,2026-08-17 11:32:00,A,1028
1510,1510,2026-01-26 17:27:00,A,1092
1511,1511,2025-05-10 04:13:00,B,1273
1512,1512,2026-03-13 13:43:00,C,1223
1513,1513,2025-10-31 17:07:00,A,1065
1514,1514,2025-10-11 00:12:00,A,1258
1515,1515,2024-06-24 06:57:00,A,1027
1516,1516,2026-07-11 23:59:00,C,1215
1517,1517,2026-07-18 14:02:00,C,1261
1518,1518,2025-04-28 16:57:00,A,1244
1519,1519,2024-08-26 18:42:00,B,1116
1520,1520,2025-10-22 20:30:00,A,1267
1521,1521,2026-04-11 11:54:00,A,1021
1522,1522,2026-05-07 15:13:00,A,1245
1523,1523,2024-06-28 08:21:00,C,1199
1524,1524,2025-04-10 02:59:00,C,1099
1525,1525,2026-05-17 13:47:00,A,1174
1526,1526,2024-10-19 16:35:00,C,1146
1527,1527,2024-07-26 17:08:00,A,1143
1528,1528,2026-07-12 02:32:00,A,1244
1529,1529,2025-02-07 15:07:00,C,1184
1530,1530,2024-06-17 03:25:00,A,1246
1531,1531,2024-04-18 02:27:00,A,1055
1532,1532,2025-07-24 06:16:00,A,1004
1533,1533,2025-02-26 22:14:00,C,1082
1534,1534,2025-05-20 14:47:00,A,1222
1535,1535,2026-07-18 08:55:00,A,1191
1536,1536,2026-02-09 19:00:00,C,1012
1537,1537,2024-09-11 09:36:00,C,1054
1538,1538,2024-12-06 00:38:00,C,1271
1539,1539,2025-10-26 22:55:00,A,1178
1540,1540,2024-07-03 23:53:00,B,1157
1541,1541,2025-06-28 05:12:00,C,1158
1542,1542,2025-04-30 04:02:00,C,1138
1543,1543,2026-06-10 17:56:00,B,1072
1544,1544,2025-12-21 23:02:00,A,1200
1545,1545,2024-06-11 08:12:00,A,1087
1546,1546,2025-12-11 16:07:00,A,1249
1547,1547,2025-03-03 01:37:00,C,1231
1548,1548,2026-08-07 10:01:00,A,1138
1549,1549,2025-08-08 23:06:00,C,1018
1550,1550,2025-07-18 14:54:00,A,1003
1551,1551,2024-12-06 19:08:00,C,1024
1552,1552,2024-05-31 20:55:00,A,1234
1553,1553,2025-05-30 17:45:00,A,1132
1554,1554,2024-10-28 07:17:00,C,1232
1555,1555,2025-04-10 06:41:00,C,1217
1556,1556,2026-06-10 01:11:00,C,1130
1557,1557,2026-05-14 09:52:00,A,1078
1558,1558,2025-02-23 03:02:00,A,1152
1559,1559,2024-06-12 19:56:00,C,1082
1560,1560,2025-06-20 04:38:00,C,1235
1561,1561,2025-08-13 19:33:00,C,1221
1562,1562,2026-02-04 00:16:00,C,1028
1563,1563,2024-10-09 07:16:00,B,1022
1564,1564,2026-03-10 15:30:00,C,1112
1565,1565,2024-11-08 10:40:00,A,1050
1566,1566,2025-10-22 06:37:00,C,1179
1567,1567,2024-10-04 15:12:00,A,1212
1568,1568,2024-07-28 22:41:00,A,1195
1569,1569,2024-10-04 13:56:00,A,1122
1570,1570,2025-02-28 16:02:00,A,1058
1571,1571,2024-10-31 02:16:00,C,1099
1572,1572,2024-06-19 05:36:00,A,1144
1573,1573,2026-03-13 15:39:00,A,1036
1574,1574,2024-03-27 22:09:00,A,1254
1575,1575,2024-07-21 03:49:00,A,1270
1576,1576,2026-03-10 07:33:00,A,1172
1577,1577,2025-12-17 04:48:00,C,1067
1578,1578,2024-09-05 06:26:00,C,1264
1579,1579,2026-04-23 11:49:00,A,1146
1580,1580,2025-09-21 10:54:00,A,1262
1581,1581,2024-09-06 13:10:00,C,1195
1582,1582,2024-06-19 00:28:00,A,1199
1583,1583,2026-08-27 09:32:00,A,1236
1584,1584,2024-07-01 22:01:00,A,1026
1585,1585,2025-05-31 19:29:00,A,1188
1586,1586,2026-04-27 22:58:00,C,1005
1587,1587,2025-09-16 04:36:00,C,1173
1588,1588,2025-11-24 16:39:00,A,1068
1589,1589,2026-02-28 16:36:00,C,1167
1590,1590,2024-12-27 01:05:00,B,1086
1591,1591,2026-07-02 02:59:00,C,1091
1592,1592,2026-05-22 01:36:00,C,1083
1593,1593,2025-03-26 10:01:00,C,1222
1594,1594,2024-10-11 23:01:00,A,1098
1595,1595,2024-12-23 08:26:00,C,1044
1596,1596,2024-09-09 11:42:00,B,1248
1597,1597,2025-07-24 20:26:00,C,1089
1598,1598,2025-04-19 12:05:00,A,1055
1599,1599,2026-02-15 16:11:00,A,1122
1600,1600,2024-04-07 14:46:00,C,1065
1601,1601,2025-01-13 21:38:00,B,1073
1602,1602,2026-08-07 17:09:00,C,1271
1603,1603,2024-07-25 00:05:00,A,1198
1604,1604,2025-06-20 09:18:00,C,1071
1605,1605,2025-09-09 04:04:00,C,1256
1606,1606,2024-03-24 04:26:00,A,1224
1607,1607,2025-12-01 07:51:00,A,1243
1608,1608,2026-05-26 08:11:00,A,1059
1609,1609,2026-06-27 06:56:00,C,1120
1610,1610,2026-07-01 07:18:00,A,1206
1611,1611,2024-09-13 23:19:00,C,1131
1612,1612,2024-11-30 11:45:00,B,1259
1613,1613,2025-01-06 17:02:00,A,1044
1614,1614,2025-03-13 04:41:00,C,1108
1615,1615,2024-06-19 17:12:00,C,1232
1616,1616,2024-05-01 12:18:00,C,1000
1617,1617,2026-06-04 05:55:00,B,1193
1618,1618,2024-12-19 22:43:00,A,1207
1619,1619,2026-06-16 15:32:00,C,1251
1620,1620,2024-04-27 16:19:00,A,1030
1621,1621,2024-05-22 03:42:00,C,1265
1622,1622,2026-08-27 12:59:00,C,1216
1623,1623,2025-04-07 08:54:00,B,1230
1624,1624,2024-08-02 02:41:00,C,1026
1625,1625,2024-05-18 15:13:00,A,1111
1626,1626,2025-11-02 14:19:00,C,1193
1627,1627,2024-04-07 04:38:00,A,1238
1628,1628,2024-10-06 08:35:00,B,1142
1629,1629,2024-09-15 01:44:00,A,1000
1630,1630,2025-06-05 01:40:00,A,1008
1631,1631,2024-07-06 11:09:00,C,1135
1632,1632,2025-11-07 02:47:00,C,1055
1633,1633,2024-11-20 15:07:00,A,1116
1634,1634,2026-01-14 17:01:00,C,1065
1635,1635,2025-07-31 02:54:00,C,1174
1636,1636,2024-12-03 08:05:00,A,1090
1637,1637,2025-06-22 23:59:00,C,1095
1638,1638,2025-04-25 08:22:00,A,1018
1639,1639,2025-10-26 06:00:00,A,1128
1640,1640,2024-12-10 23:49:00,B,1025
1641,1641,2024-05-30 10:49:00,A,1161
1642,1642,2026-01-09 05:59:00,C,1187
1643,1643,2025-02-24 22:34:00,C,1059
1644,1644,2025-08-02 16:14:00,A,1029
1645,1645,2024-06-27 03:37:00,A,1187
1646,1646,2025-12-08 04:05:00,C,1177
1647,1647,2025-12-03 09:28:00,C,1272
1648,1648,2025-05-12 03:06:00,C,1251
1649,1649,2024-10-01 05:28:00,A,1071
1650,1650,2024-10-27 17:54:00,C,1056
1651,1651,2026-02-12 08:54:00,A,1188
1652,1652,2026-07-26 10:36:00,A,1213
1653,1653,2024-06-14 09:53:00,B,1158
1654,1654,2025-01-20 02:11:00,C,1186
1655,1655,2024-06-04 23:00:00,A,1099
1656,1656,2025-05-23 10:06:00,A,1002
1657,1657,2026-06-23 22:39:00,C,1241
1658,1658,2024-03-18 07:49:00,A,1183
1659,1659,2025-09-02 15:55:00,C,1216
1660,1660,2025-06-19 11:46:00,B,1154
1661,1661,2025-07-06 12:14:00,A,1135
1662,1662,2026-01-02 03:29:00,B,1044
1663,1663,2024-04-01 23:02:00,A,1201
1664,1664,2024-11-03 03:02:00,A,1266
1665,1665,2026-02-17 20:09:00,C,1081
1666,1666,2024-08-31 15:42:00,C,1101
1667,1667,2024-12-14 04:13:00,C,1083
1668,1668,2025-03-07 00:52:00,A,1258
1669,1669,2026-09-19 21:27:00,C,1150
1670,1670,2026-06-18 14:01:00,C,1262
1671,1671,2025-12-10 06:02:00,C,1052
1672,1672,2024-05-12 21:21:00,A,1058
1673,1673,2026-02-15 07:13:00,A,1043
1674,1674,2025-12-18 13:56:00,A,1255
1675,1675,2024-10-23 19:39:00,C,1120
1676,1676,2025-03-17 08:35:00,A,1067
1677,1677,2024-12-04 07:40:00,C,1241
1678,1678,2024-07-30 13:10:00,A,1132
1679,1679,2024-09-15 00:46:00,A,1162
1680,1680,2025-09-09 00:58:00,C,1108
1681,1681,2024-11-30 12:47:00,C,1019
1682,1682,2025-11-11 06:29:00,C,1068
1683,1683,2024-08-13 17:20:00,C,1260
1684,1684,2024-09-09 22:43:00,C,1117
1685,1685,2026-07-06 14:01:00,C,1073
1686,1686,2024-09-13 05:49:00,A,1032
1687,1687,2025-08-02 21:08:00,A,1249
1688,1688,2024-08-12 01:28:00,A,1118
1689,1689,2026-04-12 12:20:00,A,1244
1690,1690,2025-07-16 20:41:00,A,1235
1691,1691,2025-06-20 06:34:00,C,1035
1692,1692,2024-05-06 07:11:00,C,1249
1693,1693,2024-03-08 20:15:00,A,1098
1694,1694,2026-04-20 04:06:00,C,1172
1695,1695,2026-08-18 01:23:00,C,1080
1696,1696,2025-09-22 16:21:00,A,1103
1697,1697,2024-04-16 15:25:00,A,1153
1698,1698,2025-12-30 01:49:00,A,1172
1699,1699,2025-12-08 05:48:00,C,1242
1700,1700,2025-08-16 09:18:00,C,1266
1701,1701,2026-03-21 16:27:00,A,1064
1702,1702,2025-04-10 22:25:00,C,1127
1703,1703,2025-06-27 04:28:00,C,1238
1704,1704,2026-09-09 02:38:00,C,1237
1705,1705,2026-03-16 12:56:00,C,1233
1706,1706,2026-06-21 00:18:00,A,1232
1707,1707,2024-10-23 01:37:00,C,1172
1708,1708,2025-09-23 00:30:00,A,1248
1709,1709,2026-01-20 21:47:00,C,1016
1710,1710,2025-11-28 15:03:00,A,1080
1711,1711,2025-10-01 16:29:00,A,1167
1712,1712,2024-11-24 07:23:00,C,1269
1713,1713,2025-02-23 12:44:00,A,1159
1714,1714,2024-12-05 06:35:00,A,1125
1715,1715,2024-06-14 02:27:00,A,1125
1716,1716,2025-05-19 21:01:00,A,1044
1717,1717,2024-08-12 07:55:00,A,1170
1718,1718,2026-06-17 14:30:00,C,1209
1719,1719,2025-07-26 22:24:00,C,1054
1720,1720,2025-12-24 08:59:00,A,1170
1721,1721,2024-10-24 17:10:00,A,1145
1722,1722,2024-03-06 16:13:00,C,1235
1723,1723,2024-07-20 21:54:00,C,1112
1724,1724,2024-03-02 07:19:00,A,1064
1725,1725,2025-10-27 05:30:00,B,1251
1726,1726,2024-05-05 16:16:00,C,1219
1727,1727,2025-07-31 17:51:00,A,1272
1728,1728,2024-11-11 14:16:00,A,1109
