InvOccuranceTimeID,CaseMasterID,OccuranceFromDate,OccuranceToDate,DayNight
844,844,2025-11-10 02:16:00,2025-11-10 03:16:00,Night
845,845,2024-08-01 18:34:00,2024-08-01 19:34:00,Day
846,846,2024-01-08 01:42:00,2024-01-08 01:42:00,Night
847,847,2024-05-07 15:43:00,2024-05-07 16:43:00,Day
848,848,2024-06-08 06:26:00,2024-06-08 08:26:00,Day
849,849,2024-06-28 12:56:00,2024-06-28 14:56:00,Day
850,850,2025-03-12 08:01:00,2025-03-12 11:01:00,Day
851,851,2026-06-26 23:25:00,2026-06-27 00:25:00,Night
852,852,2025-04-11 00:13:00,2025-04-11 01:13:00,Night
853,853,2025-06-07 14:14:00,2025-06-07 16:14:00,Day
854,854,2024-09-16 21:04:00,2024-09-16 21:04:00,Night
855,855,2024-09-03 10:02:00,2024-09-03 11:02:00,Day
856,856,2025-02-02 03:27:00,2025-02-02 05:27:00,Night
857,857,2024-12-03 05:45:00,2024-12-03 08:45:00,Night
858,858,2024-04-28 10:49:00,2024-04-28 10:49:00,Day
859,859,2024-02-16 10:47:00,2024-02-16 12:47:00,Day
860,860,2024-02-09 03:56:00,2024-02-09 03:56:00,Night
861,861,2024-08-04 16:43:00,2024-08-04 19:43:00,Day
862,862,2024-10-10 03:54:00,2024-10-10 03:54:00,Night
863,863,2025-04-06 16:48:00,2025-04-06 17:48:00,Day
864,864,2024-08-11 12:37:00,2024-08-11 13:37:00,Day
865,865,2024-07-11 04:08:00,2024-07-11 05:08:00,Night
866,866,2025-11-09 19:05:00,2025-11-09 19:05:00,Night
867,867,2024-02-22 04:26:00,2024-02-22 04:26:00,Night
868,868,2025-01-18 10:43:00,2025-01-18 11:43:00,Day
869,869,2025-08-14 12:50:00,2025-08-14 13:50:00,Day
870,870,2026-01-22 17:34:00,2026-01-22 20:34:00,Day
871,871,2026-04-18 22:52:00,2026-04-19 00:52:00,Night
872,872,2025-02-12 16:03:00,2025-02-12 16:03:00,Day
873,873,2024-11-08 15:55:00,2024-11-08 17:55:00,Day
874,874,2024-01-02 22:32:00,2024-01-03 00:32:00,Night
875,875,2025-11-16 01:20:00,2025-11-16 03:20:00,Night
876,876,2025-01-08 19:50:00,2025-01-08 21:50:00,Night
877,877,2025-03-27 09:02:00,2025-03-27 09:02:00,Day
878,878,2025-06-05 02:17:00,2025-06-05 04:17:00,Night
879,879,2026-03-30 22:55:00,2026-03-30 23:55:00,Night
880,880,2024-12-08 10:18:00,2024-12-08 12:18:00,Day
881,881,2024-12-10 17:03:00,2024-12-10 19:03:00,Day
882,882,2025-12-13 14:21:00,2025-12-13 16:21:00,Day
883,883,2025-12-19 07:55:00,2025-12-19 09:55:00,Day
884,884,2024-07-11 02:51:00,2024-07-11 05:51:00,Night
885,885,2025-06-19 00:10:00,2025-06-19 02:10:00,Night
886,886,2026-04-14 19:34:00,2026-04-14 22:34:00,Night
887,887,2025-04-04 17:14:00,2025-04-04 18:14:00,Day
888,888,2025-12-23 18:30:00,2025-12-23 20:30:00,Day
889,889,2024-04-16 03:26:00,2024-04-16 03:26:00,Night
890,890,2024-12-26 17:29:00,2024-12-26 20:29:00,Day
891,891,2024-01-30 22:07:00,2024-01-30 22:07:00,Night
892,892,2026-02-24 14:04:00,2026-02-24 14:04:00,Day
893,893,2025-07-26 07:39:00,2025-07-26 07:39:00,Day
894,894,2025-04-19 06:01:00,2025-04-19 06:01:00,Day
895,895,2025-05-04 18:20:00,2025-05-04 20:20:00,Day
896,896,2025-07-13 13:05:00,2025-07-13 13:05:00,Day
897,897,2024-07-15 10:25:00,2024-07-15 10:25:00,Day
898,898,2026-02-20 07:17:00,2026-02-20 09:17:00,Day
899,899,2025-10-19 16:46:00,2025-10-19 18:46:00,Day
900,900,2025-08-16 15:55:00,2025-08-16 18:55:00,Day
901,901,2025-12-03 11:35:00,2025-12-03 12:35:00,Day
902,902,2024-02-03 08:44:00,2024-02-03 09:44:00,Day
903,903,2024-04-15 03:47:00,2024-04-15 06:47:00,Night
904,904,2025-01-23 11:58:00,2025-01-23 13:58:00,Day
905,905,2024-06-04 15:49:00,2024-06-04 16:49:00,Day
906,906,2024-07-12 13:51:00,2024-07-12 13:51:00,Day
907,907,2025-09-19 23:24:00,2025-09-19 23:24:00,Night
908,908,2026-01-19 16:38:00,2026-01-19 19:38:00,Day
909,909,2025-10-17 06:30:00,2025-10-17 08:30:00,Day
910,910,2024-11-03 12:16:00,2024-11-03 14:16:00,Day
911,911,2024-06-09 02:48:00,2024-06-09 05:48:00,Night
912,912,2024-07-12 21:47:00,2024-07-12 21:47:00,Night
913,913,2025-11-20 08:51:00,2025-11-20 10:51:00,Day
914,914,2024-02-29 06:08:00,2024-02-29 08:08:00,Day
915,915,2024-05-05 04:21:00,2024-05-05 05:21:00,Night
916,916,2025-11-21 05:11:00,2025-11-21 05:11:00,Night
917,917,2025-04-20 07:28:00,2025-04-20 09:28:00,Day
918,918,2024-09-26 23:08:00,2024-09-27 00:08:00,Night
919,919,2025-10-23 14:14:00,2025-10-23 14:14:00,Day
920,920,2024-09-04 21:28:00,2024-09-04 23:28:00,Night
921,921,2024-07-27 12:42:00,2024-07-27 13:42:00,Day
922,922,2024-11-12 09:59:00,2024-11-12 10:59:00,Day
923,923,2024-09-18 15:50:00,2024-09-18 18:50:00,Day
924,924,2025-05-30 01:25:00,2025-05-30 02:25:00,Night
925,925,2025-04-07 02:00:00,2025-04-07 05:00:00,Night
926,926,2025-12-16 10:22:00,2025-12-16 12:22:00,Day
927,927,2024-04-18 00:04:00,2024-04-18 00:04:00,Night
928,928,2025-07-03 00:41:00,2025-07-03 01:41:00,Night
929,929,2025-05-04 21:04:00,2025-05-04 22:04:00,Night
930,930,2024-04-30 17:27:00,2024-04-30 20:27:00,Day
931,931,2026-05-30 17:03:00,2026-05-30 17:03:00,Day
932,932,2024-10-06 13:36:00,2024-10-06 15:36:00,Day
933,933,2026-05-30 20:28:00,2026-05-30 20:28:00,Night
934,934,2024-05-12 19:51:00,2024-05-12 21:51:00,Night
935,935,2024-03-29 22:09:00,2024-03-30 00:09:00,Night
936,936,2025-01-15 13:01:00,2025-01-15 14:01:00,Day
937,937,2025-12-06 09:02:00,2025-12-06 09:02:00,Day
938,938,2025-01-05 16:30:00,2025-01-05 18:30:00,Day
939,939,2024-08-23 17:47:00,2024-08-23 20:47:00,Day
940,940,2025-01-15 22:08:00,2025-01-15 22:08:00,Night
941,941,2024-08-20 07:52:00,2024-08-20 09:52:00,Day
942,942,2025-05-26 19:16:00,2025-05-26 21:16:00,Night
943,943,2024-08-14 12:24:00,2024-08-14 13:24:00,Day
944,944,2025-10-21 18:53:00,2025-10-21 20:53:00,Day
945,945,2025-07-24 21:05:00,2025-07-24 23:05:00,Night
946,946,2025-05-15 12:29:00,2025-05-15 12:29:00,Day
947,947,2024-04-27 11:55:00,2024-04-27 14:55:00,Day
948,948,2025-11-08 00:24:00,2025-11-08 03:24:00,Night
949,949,2025-04-23 00:07:00,2025-04-23 03:07:00,Night
950,950,2024-06-21 12:12:00,2024-06-21 14:12:00,Day
951,951,2025-09-06 20:00:00,2025-09-06 20:00:00,Night
952,952,2025-12-14 08:51:00,2025-12-14 10:51:00,Day
953,953,2025-12-09 12:55:00,2025-12-09 14:55:00,Day
954,954,2025-08-02 20:30:00,2025-08-02 21:30:00,Night
955,955,2024-06-12 19:11:00,2024-06-12 19:11:00,Night
956,956,2026-06-26 00:52:00,2026-06-26 01:52:00,Night
957,957,2026-06-06 14:35:00,2026-06-06 16:35:00,Day
958,958,2026-05-15 22:52:00,2026-05-15 23:52:00,Night
959,959,2024-06-16 00:07:00,2024-06-16 00:07:00,Night
960,960,2025-09-06 14:56:00,2025-09-06 15:56:00,Day
961,961,2024-09-06 01:59:00,2024-09-06 03:59:00,Night
962,962,2024-12-20 11:38:00,2024-12-20 13:38:00,Day
963,963,2024-05-31 09:47:00,2024-05-31 11:47:00,Day
964,964,2024-01-31 05:49:00,2024-01-31 05:49:00,Night
965,965,2026-06-28 11:59:00,2026-06-28 11:59:00,Day
966,966,2026-02-23 05:05:00,2026-02-23 07:05:00,Night
967,967,2024-06-14 12:18:00,2024-06-14 15:18:00,Day
968,968,2024-11-02 16:44:00,2024-11-02 17:44:00,Day
969,969,2025-11-10 02:19:00,2025-11-10 03:19:00,Night
970,970,2024-05-04 21:34:00,2024-05-05 00:34:00,Night
971,971,2025-08-21 12:43:00,2025-08-21 14:43:00,Day
972,972,2025-04-23 01:23:00,2025-04-23 04:23:00,Night
973,973,2024-08-17 10:56:00,2024-08-17 11:56:00,Day
974,974,2026-01-24 15:02:00,2026-01-24 15:02:00,Day
975,975,2026-01-19 23:46:00,2026-01-20 00:46:00,Night
976,976,2024-06-28 07:12:00,2024-06-28 08:12:00,Day
977,977,2025-03-12 18:00:00,2025-03-12 20:00:00,Day
978,978,2024-08-20 01:09:00,2024-08-20 01:09:00,Night
979,979,2025-03-02 06:48:00,2025-03-02 08:48:00,Day
980,980,2025-07-19 21:53:00,2025-07-19 21:53:00,Night
981,981,2024-09-10 22:41:00,2024-09-10 23:41:00,Night
982,982,2024-04-23 18:42:00,2024-04-23 18:42:00,Day
983,983,2025-05-26 22:25:00,2025-05-26 23:25:00,Night
984,984,2025-02-03 22:51:00,2025-02-03 23:51:00,Night
985,985,2025-05-16 23:31:00,2025-05-16 23:31:00,Night
986,986,2025-08-22 18:12:00,2025-08-22 21:12:00,Day
987,987,2024-10-24 23:23:00,2024-10-25 01:23:00,Night
988,988,2024-08-04 09:41:00,2024-08-04 09:41:00,Day
989,989,2025-02-20 17:24:00,2025-02-20 17:24:00,Day
990,990,2024-01-02 03:54:00,2024-01-02 06:54:00,Night
991,991,2026-06-10 13:18:00,2026-06-10 15:18:00,Day
992,992,2025-01-27 01:58:00,2025-01-27 01:58:00,Night
993,993,2025-10-10 03:31:00,2025-10-10 06:31:00,Night
994,994,2025-12-21 10:11:00,2025-12-21 10:11:00,Day
995,995,2024-06-06 00:57:00,2024-06-06 03:57:00,Night
996,996,2024-11-16 06:50:00,2024-11-16 07:50:00,Day
997,997,2024-09-04 17:27:00,2024-09-04 20:27:00,Day
998,998,2024-01-20 22:43:00,2024-01-20 23:43:00,Night
999,999,2026-03-06 14:35:00,2026-03-06 15:35:00,Day
1000,1000,2024-01-08 15:54:00,2024-01-08 17:54:00,Day
1001,1001,2026-01-27 11:17:00,2026-01-27 14:17:00,Day
1002,1002,2025-02-15 11:46:00,2025-02-15 14:46:00,Day
1003,1003,2026-01-29 21:54:00,2026-01-29 21:54:00,Night
1004,1004,2024-08-28 17:06:00,2024-08-28 19:06:00,Day
1005,1005,2026-06-01 00:13:00,2026-06-01 03:13:00,Night
1006,1006,2025-01-10 10:47:00,2025-01-10 10:47:00,Day
1007,1007,2025-09-13 17:05:00,2025-09-13 19:05:00,Day
1008,1008,2024-09-10 20:40:00,2024-09-10 22:40:00,Night
1009,1009,2024-01-09 04:03:00,2024-01-09 06:03:00,Night
1010,1010,2026-02-19 01:47:00,2026-02-19 04:47:00,Night
1011,1011,2025-12-13 08:36:00,2025-12-13 10:36:00,Day
1012,1012,2024-04-13 14:28:00,2024-04-13 14:28:00,Day
1013,1013,2025-04-19 11:38:00,2025-04-19 14:38:00,Day
1014,1014,2025-08-29 00:40:00,2025-08-29 02:40:00,Night
1015,1015,2024-10-03 23:09:00,2024-10-03 23:09:00,Night
1016,1016,2025-06-14 00:21:00,2025-06-14 02:21:00,Night
1017,1017,2025-03-21 00:24:00,2025-03-21 01:24:00,Night
1018,1018,2024-02-14 02:48:00,2024-02-14 05:48:00,Night
1019,1019,2025-12-03 07:27:00,2025-12-03 07:27:00,Day
1020,1020,2025-09-06 06:25:00,2025-09-06 09:25:00,Day
1021,1021,2026-01-05 19:10:00,2026-01-05 20:10:00,Night
1022,1022,2024-02-12 00:08:00,2024-02-12 03:08:00,Night
1023,1023,2024-02-22 15:39:00,2024-02-22 15:39:00,Day
1024,1024,2024-03-28 05:48:00,2024-03-28 08:48:00,Night
1025,1025,2024-08-14 00:03:00,2024-08-14 02:03:00,Night
1026,1026,2024-10-21 22:08:00,2024-10-21 23:08:00,Night
1027,1027,2025-10-23 13:29:00,2025-10-23 13:29:00,Day
1028,1028,2024-10-26 01:30:00,2024-10-26 01:30:00,Night
1029,1029,2024-01-28 17:49:00,2024-01-28 17:49:00,Day
1030,1030,2025-08-25 16:20:00,2025-08-25 18:20:00,Day
1031,1031,2025-05-30 22:29:00,2025-05-30 22:29:00,Night
1032,1032,2025-12-03 18:11:00,2025-12-03 18:11:00,Day
1033,1033,2025-03-03 17:37:00,2025-03-03 20:37:00,Day
1034,1034,2025-08-23 13:19:00,2025-08-23 15:19:00,Day
1035,1035,2024-11-08 13:55:00,2024-11-08 13:55:00,Day
1036,1036,2025-05-25 10:23:00,2025-05-25 13:23:00,Day
1037,1037,2025-12-28 23:34:00,2025-12-29 02:34:00,Night
1038,1038,2025-08-27 14:12:00,2025-08-27 15:12:00,Day
1039,1039,2025-03-11 13:13:00,2025-03-11 13:13:00,Day
1040,1040,2024-07-13 11:03:00,2024-07-13 11:03:00,Day
1041,1041,2024-03-07 14:08:00,2024-03-07 16:08:00,Day
1042,1042,2026-06-24 08:53:00,2026-06-24 09:53:00,Day
1043,1043,2025-04-18 21:58:00,2025-04-18 21:58:00,Night
1044,1044,2025-04-19 20:09:00,2025-04-19 21:09:00,Night
1045,1045,2026-06-24 10:18:00,2026-06-24 11:18:00,Day
1046,1046,2026-04-17 16:23:00,2026-04-17 17:23:00,Day
1047,1047,2024-12-27 15:58:00,2024-12-27 17:58:00,Day
1048,1048,2025-01-05 20:48:00,2025-01-05 23:48:00,Night
1049,1049,2025-02-05 12:38:00,2025-02-05 12:38:00,Day
1050,1050,2024-09-07 20:19:00,2024-09-07 22:19:00,Night
1051,1051,2026-02-14 23:47:00,2026-02-15 02:47:00,Night
1052,1052,2025-02-08 18:47:00,2025-02-08 19:47:00,Day
1053,1053,2024-03-15 06:15:00,2024-03-15 09:15:00,Day
1054,1054,2024-01-08 22:00:00,2024-01-09 01:00:00,Night
1055,1055,2024-05-24 17:11:00,2024-05-24 18:11:00,Day
1056,1056,2025-11-30 23:48:00,2025-12-01 01:48:00,Night
1057,1057,2026-01-24 04:38:00,2026-01-24 04:38:00,Night
1058,1058,2025-11-11 10:01:00,2025-11-11 12:01:00,Day
1059,1059,2025-05-24 05:28:00,2025-05-24 06:28:00,Night
1060,1060,2024-03-08 21:30:00,2024-03-09 00:30:00,Night
1061,1061,2024-09-09 17:42:00,2024-09-09 19:42:00,Day
1062,1062,2024-09-14 22:22:00,2024-09-14 23:22:00,Night
1063,1063,2025-12-18 15:57:00,2025-12-18 18:57:00,Day
1064,1064,2025-07-20 23:35:00,2025-07-21 00:35:00,Night
1065,1065,2026-06-13 13:13:00,2026-06-13 15:13:00,Day
1066,1066,2026-01-05 09:11:00,2026-01-05 10:11:00,Day
1067,1067,2026-06-22 15:23:00,2026-06-22 17:23:00,Day
1068,1068,2024-11-03 07:47:00,2024-11-03 07:47:00,Day
1069,1069,2025-03-24 02:22:00,2025-03-24 05:22:00,Night
1070,1070,2025-06-01 08:10:00,2025-06-01 09:10:00,Day
1071,1071,2024-06-23 18:14:00,2024-06-23 20:14:00,Day
1072,1072,2024-12-30 17:40:00,2024-12-30 17:40:00,Day
1073,1073,2025-08-19 09:03:00,2025-08-19 12:03:00,Day
1074,1074,2025-03-05 14:50:00,2025-03-05 16:50:00,Day
1075,1075,2024-01-01 01:35:00,2024-01-01 02:35:00,Night
1076,1076,2025-06-07 11:09:00,2025-06-07 12:09:00,Day
1077,1077,2024-10-25 09:05:00,2024-10-25 09:05:00,Day
1078,1078,2024-12-04 19:56:00,2024-12-04 22:56:00,Night
1079,1079,2025-11-01 16:20:00,2025-11-01 16:20:00,Day
1080,1080,2024-09-12 01:11:00,2024-09-12 02:11:00,Night
1081,1081,2026-02-06 22:44:00,2026-02-07 00:44:00,Night
1082,1082,2026-02-21 01:07:00,2026-02-21 02:07:00,Night
1083,1083,2025-11-20 07:06:00,2025-11-20 10:06:00,Day
1084,1084,2025-12-10 10:23:00,2025-12-10 10:23:00,Day
1085,1085,2024-09-24 11:59:00,2024-09-24 13:59:00,Day
1086,1086,2025-12-26 06:24:00,2025-12-26 09:24:00,Day
1087,1087,2025-03-06 04:11:00,2025-03-06 06:11:00,Night
1088,1088,2026-06-04 22:24:00,2026-06-05 00:24:00,Night
1089,1089,2025-03-10 12:25:00,2025-03-10 13:25:00,Day
1090,1090,2026-01-27 10:08:00,2026-01-27 12:08:00,Day
1091,1091,2026-03-25 17:38:00,2026-03-25 19:38:00,Day
1092,1092,2025-11-03 08:45:00,2025-11-03 11:45:00,Day
1093,1093,2026-02-01 14:32:00,2026-02-01 17:32:00,Day
1094,1094,2025-07-17 17:06:00,2025-07-17 19:06:00,Day
1095,1095,2026-04-04 09:53:00,2026-04-04 11:53:00,Day
1096,1096,2024-08-05 03:08:00,2024-08-05 05:08:00,Night
1097,1097,2025-06-15 16:20:00,2025-06-15 18:20:00,Day
1098,1098,2025-11-07 17:40:00,2025-11-07 19:40:00,Day
1099,1099,2025-02-02 13:02:00,2025-02-02 14:02:00,Day
1100,1100,2025-06-06 05:56:00,2025-06-06 08:56:00,Night
1101,1101,2024-02-04 11:32:00,2024-02-04 14:32:00,Day
1102,1102,2025-12-12 23:19:00,2025-12-12 23:19:00,Night
1103,1103,2025-11-07 13:48:00,2025-11-07 16:48:00,Day
1104,1104,2024-10-12 10:28:00,2024-10-12 12:28:00,Day
1105,1105,2025-10-29 08:30:00,2025-10-29 09:30:00,Day
1106,1106,2024-03-28 08:49:00,2024-03-28 11:49:00,Day
1107,1107,2024-06-25 17:26:00,2024-06-25 17:26:00,Day
1108,1108,2024-09-06 00:54:00,2024-09-06 00:54:00,Night
1109,1109,2025-02-01 13:15:00,2025-02-01 16:15:00,Day
1110,1110,2026-01-27 21:50:00,2026-01-27 21:50:00,Night
1111,1111,2024-06-05 06:49:00,2024-06-05 08:49:00,Day
1112,1112,2026-03-05 03:31:00,2026-03-05 04:31:00,Night
1113,1113,2024-05-03 05:26:00,2024-05-03 07:26:00,Night
1114,1114,2024-02-18 21:53:00,2024-02-18 22:53:00,Night
1115,1115,2026-05-06 10:07:00,2026-05-06 10:07:00,Day
1116,1116,2024-10-27 08:38:00,2024-10-27 08:38:00,Day
1117,1117,2025-02-15 00:08:00,2025-02-15 00:08:00,Night
1118,1118,2025-09-16 16:14:00,2025-09-16 18:14:00,Day
1119,1119,2024-07-25 21:55:00,2024-07-26 00:55:00,Night
1120,1120,2024-02-22 16:55:00,2024-02-22 19:55:00,Day
1121,1121,2024-02-02 08:34:00,2024-02-02 08:34:00,Day
1122,1122,2026-06-15 11:12:00,2026-06-15 11:12:00,Day
1123,1123,2026-01-14 13:19:00,2026-01-14 15:19:00,Day
1124,1124,2025-02-21 20:52:00,2025-02-21 21:52:00,Night
1125,1125,2024-10-23 07:44:00,2024-10-23 09:44:00,Day
1126,1126,2025-12-14 14:10:00,2025-12-14 14:10:00,Day
1127,1127,2025-06-08 05:41:00,2025-06-08 07:41:00,Night
1128,1128,2024-06-09 20:41:00,2024-06-09 20:41:00,Night
1129,1129,2025-03-27 00:47:00,2025-03-27 01:47:00,Night
1130,1130,2024-03-05 11:05:00,2024-03-05 13:05:00,Day
1131,1131,2024-10-10 21:24:00,2024-10-10 21:24:00,Night
1132,1132,2024-04-22 15:48:00,2024-04-22 15:48:00,Day
1133,1133,2025-10-18 16:46:00,2025-10-18 16:46:00,Day
1134,1134,2025-04-13 08:39:00,2025-04-13 11:39:00,Day
1135,1135,2026-05-19 01:19:00,2026-05-19 02:19:00,Night
1136,1136,2026-04-14 11:31:00,2026-04-14 14:31:00,Day
1137,1137,2025-12-05 05:08:00,2025-12-05 08:08:00,Night
1138,1138,2024-09-30 14:14:00,2024-09-30 17:14:00,Day
1139,1139,2025-12-30 03:05:00,2025-12-30 06:05:00,Night
1140,1140,2024-05-17 08:08:00,2024-05-17 10:08:00,Day
1141,1141,2025-07-09 16:55:00,2025-07-09 19:55:00,Day
1142,1142,2025-08-29 09:26:00,2025-08-29 11:26:00,Day
1143,1143,2024-03-30 19:17:00,2024-03-30 22:17:00,Night
1144,1144,2025-11-14 13:38:00,2025-11-14 16:38:00,Day
1145,1145,2025-03-09 11:45:00,2025-03-09 12:45:00,Day
1146,1146,2026-03-29 10:34:00,2026-03-29 11:34:00,Day
1147,1147,2024-06-04 23:05:00,2024-06-05 01:05:00,Night
1148,1148,2024-06-29 16:44:00,2024-06-29 19:44:00,Day
1149,1149,2026-06-29 12:13:00,2026-06-29 15:13:00,Day
1150,1150,2025-10-05 05:48:00,2025-10-05 05:48:00,Night
1151,1151,2024-05-11 12:32:00,2024-05-11 12:32:00,Day
1152,1152,2026-06-23 04:44:00,2026-06-23 06:44:00,Night
1153,1153,2024-02-04 14:43:00,2024-02-04 14:43:00,Day
1154,1154,2025-06-28 23:35:00,2025-06-29 02:35:00,Night
1155,1155,2024-10-24 06:35:00,2024-10-24 07:35:00,Day
1156,1156,2025-08-08 17:48:00,2025-08-08 20:48:00,Day
1157,1157,2024-09-16 08:16:00,2024-09-16 09:16:00,Day
1158,1158,2025-08-29 21:34:00,2025-08-29 21:34:00,Night
1159,1159,2024-05-08 21:47:00,2024-05-08 23:47:00,Night
1160,1160,2025-07-27 15:48:00,2025-07-27 16:48:00,Day
1161,1161,2025-03-30 22:08:00,2025-03-30 23:08:00,Night
1162,1162,2024-11-23 06:37:00,2024-11-23 08:37:00,Day
1163,1163,2025-04-04 05:04:00,2025-04-04 06:04:00,Night
1164,1164,2025-08-02 01:53:00,2025-08-02 04:53:00,Night
1165,1165,2024-10-24 03:51:00,2024-10-24 03:51:00,Night
1166,1166,2024-03-28 11:03:00,2024-03-28 13:03:00,Day
1167,1167,2025-07-19 09:02:00,2025-07-19 12:02:00,Day
1168,1168,2024-11-29 16:58:00,2024-11-29 17:58:00,Day
1169,1169,2024-11-04 00:43:00,2024-11-04 03:43:00,Night
1170,1170,2024-09-24 13:24:00,2024-09-24 14:24:00,Day
1171,1171,2024-05-02 14:57:00,2024-05-02 16:57:00,Day
1172,1172,2024-09-20 02:42:00,2024-09-20 03:42:00,Night
1173,1173,2025-03-23 08:54:00,2025-03-23 09:54:00,Day
1174,1174,2026-06-10 20:23:00,2026-06-10 20:23:00,Night
1175,1175,2024-04-17 23:50:00,2024-04-18 02:50:00,Night
1176,1176,2026-06-06 23:48:00,2026-06-07 00:48:00,Night
1177,1177,2024-08-14 06:12:00,2024-08-14 06:12:00,Day
1178,1178,2024-01-13 16:26:00,2024-01-13 19:26:00,Day
1179,1179,2024-02-03 02:20:00,2024-02-03 05:20:00,Night
1180,1180,2024-07-19 01:33:00,2024-07-19 04:33:00,Night
1181,1181,2025-06-29 03:56:00,2025-06-29 05:56:00,Night
1182,1182,2025-02-13 13:38:00,2025-02-13 13:38:00,Day
1183,1183,2025-08-24 22:32:00,2025-08-24 22:32:00,Night
1184,1184,2026-05-07 07:14:00,2026-05-07 10:14:00,Day
1185,1185,2025-04-28 13:15:00,2025-04-28 16:15:00,Day
1186,1186,2025-05-25 10:12:00,2025-05-25 10:12:00,Day
1187,1187,2024-08-10 02:58:00,2024-08-10 02:58:00,Night
1188,1188,2024-04-16 06:41:00,2024-04-16 07:41:00,Day
1189,1189,2026-05-26 04:49:00,2026-05-26 04:49:00,Night
1190,1190,2026-03-26 02:27:00,2026-03-26 05:27:00,Night
1191,1191,2024-01-10 13:02:00,2024-01-10 13:02:00,Day
1192,1192,2024-01-15 08:06:00,2024-01-15 11:06:00,Day
1193,1193,2024-02-19 08:00:00,2024-02-19 10:00:00,Day
1194,1194,2025-02-11 16:03:00,2025-02-11 19:03:00,Day
1195,1195,2025-05-12 15:08:00,2025-05-12 16:08:00,Day
1196,1196,2026-01-09 04:00:00,2026-01-09 06:00:00,Night
1197,1197,2025-02-08 09:42:00,2025-02-08 10:42:00,Day
1198,1198,2024-07-01 08:25:00,2024-07-01 11:25:00,Day
1199,1199,2025-06-15 06:30:00,2025-06-15 06:30:00,Day
1200,1200,2025-07-10 03:06:00,2025-07-10 06:06:00,Night
1201,1201,2024-11-25 01:51:00,2024-11-25 03:51:00,Night
1202,1202,2026-02-22 07:05:00,2026-02-22 07:05:00,Day
1203,1203,2026-06-19 01:57:00,2026-06-19 03:57:00,Night
1204,1204,2026-04-06 14:39:00,2026-04-06 16:39:00,Day
1205,1205,2026-03-09 02:52:00,2026-03-09 04:52:00,Night
1206,1206,2026-06-13 01:22:00,2026-06-13 01:22:00,Night
1207,1207,2026-04-09 14:22:00,2026-04-09 15:22:00,Day
1208,1208,2024-11-11 07:06:00,2024-11-11 07:06:00,Day
1209,1209,2024-09-17 09:17:00,2024-09-17 09:17:00,Day
1210,1210,2025-01-28 10:54:00,2025-01-28 11:54:00,Day
1211,1211,2024-04-24 18:06:00,2024-04-24 18:06:00,Day
1212,1212,2024-04-25 14:27:00,2024-04-25 17:27:00,Day
1213,1213,2024-05-18 11:47:00,2024-05-18 12:47:00,Day
1214,1214,2025-08-01 10:13:00,2025-08-01 12:13:00,Day
1215,1215,2025-10-18 19:52:00,2025-10-18 21:52:00,Night
1216,1216,2024-12-17 19:11:00,2024-12-17 19:11:00,Night
1217,1217,2024-04-10 17:00:00,2024-04-10 18:00:00,Day
1218,1218,2025-03-18 21:27:00,2025-03-18 23:27:00,Night
1219,1219,2025-04-09 18:13:00,2025-04-09 19:13:00,Day
1220,1220,2025-05-06 08:31:00,2025-05-06 09:31:00,Day
1221,1221,2025-04-16 03:36:00,2025-04-16 05:36:00,Night
1222,1222,2024-02-28 22:02:00,2024-02-28 23:02:00,Night
1223,1223,2025-02-27 05:04:00,2025-02-27 05:04:00,Night
1224,1224,2024-11-06 10:03:00,2024-11-06 11:03:00,Day
1225,1225,2026-06-04 08:48:00,2026-06-04 08:48:00,Day
1226,1226,2026-05-20 10:56:00,2026-05-20 10:56:00,Day
1227,1227,2024-04-29 09:09:00,2024-04-29 11:09:00,Day
1228,1228,2024-11-26 01:01:00,2024-11-26 03:01:00,Night
1229,1229,2025-09-10 23:10:00,2025-09-11 02:10:00,Night
1230,1230,2025-08-30 18:51:00,2025-08-30 18:51:00,Day
1231,1231,2026-01-05 07:29:00,2026-01-05 10:29:00,Day
1232,1232,2025-01-03 01:51:00,2025-01-03 02:51:00,Night
1233,1233,2025-03-16 01:14:00,2025-03-16 03:14:00,Night
1234,1234,2025-08-13 00:10:00,2025-08-13 02:10:00,Night
1235,1235,2025-05-28 10:50:00,2025-05-28 11:50:00,Day
1236,1236,2026-02-05 02:52:00,2026-02-05 03:52:00,Night
1237,1237,2025-01-19 01:23:00,2025-01-19 03:23:00,Night
1238,1238,2025-01-16 13:35:00,2025-01-16 14:35:00,Day
1239,1239,2026-02-25 04:20:00,2026-02-25 07:20:00,Night
1240,1240,2025-05-12 06:33:00,2025-05-12 09:33:00,Day
1241,1241,2024-01-12 00:24:00,2024-01-12 00:24:00,Night
1242,1242,2025-06-27 06:16:00,2025-06-27 07:16:00,Day
1243,1243,2024-10-31 01:20:00,2024-10-31 02:20:00,Night
1244,1244,2024-08-28 20:46:00,2024-08-28 21:46:00,Night
1245,1245,2026-01-02 12:16:00,2026-01-02 14:16:00,Day
1246,1246,2025-04-19 05:08:00,2025-04-19 06:08:00,Night
1247,1247,2026-01-27 13:11:00,2026-01-27 16:11:00,Day
1248,1248,2026-04-21 13:26:00,2026-04-21 15:26:00,Day
1249,1249,2026-06-01 20:44:00,2026-06-01 23:44:00,Night
1250,1250,2025-10-16 04:22:00,2025-10-16 05:22:00,Night
